mcEdepQuenched,BerekelyAlphaBeta
1.47256,-108.342
2.12257,-135.283
0.468723,-26.971
1.81293,-112.168
0.245949,-13.6648
1.35548,-76.1167
1.80736,-116.145
0.603028,-45.9322
0.70964,-44.4444
0.609878,-31.7146
1.04315,-43.9511
1.49279,-109.179
0.550198,-34.2192
1.95278,-118.501
1.30714,-70.7426
0.185902,-15.2283
0.576497,-32.8509
0.668944,-37.9196
0.25329,-11.6856
0.900502,-53.4848
1.13686,-68.7473
0.829257,-55.4854
1.00946,-73.7846
0.481292,-28.4319
1.28108,-58.9428
0.887123,-63.411
0.963753,-48.1611
0.888308,-55.4322
0.599755,-43.872
0.423474,-24.4665
1.34572,-88.2594
0.513458,-38.6822
1.60298,-71.5759
0.439438,-24.7828
0.274205,-7.95138
0.121786,-12.3119
0.74159,-40.0896
1.80512,-111.629
1.12838,-80.9813
0.297703,-12.9932
1.13482,-71.8843
1.47993,-87.1421
0.702651,-47.7706
0.566877,-40.5637
1.33523,-58.9915
0.157975,-7.12727
1.19398,-76.0307
0.61389,-37.9443
1.15106,-64.7973
1.37237,-54.0957
0.786344,-53.2906
0.797515,-56.1514
0.476685,-26.6187
0.511849,-42.5646
0.16819,-12.1695
1.31305,-42.0282
0.996548,-66.4573
1.65509,-106.785
1.26994,-76.042
1.12241,-45.8139
1.22542,-64.5895
0.733121,-39.951
1.42738,-82.7944
0.816849,-43.5679
1.17228,-72.3226
0.743136,-35.9453
1.78026,-103.701
0.422714,-26.2449
0.512081,-30.9843
0.897993,-38.6658
1.57085,-103.324
1.28732,-82.4804
0.532406,-26.3106
0.858067,-52.4583
1.47481,-93.3996
0.7301,-33.2119
0.638048,-39.6359
1.16872,-91.8906
0.247253,-14.8693
1.16826,-46.6655
0.834618,-29.0539
0.700334,-44.5913
0.71973,-44.1517
1.30803,-62.1433
0.693461,-31.2161
1.84967,-121.775
1.46702,-100.795
0.514992,-33.2266
0.512524,-34.5823
1.05542,-77.1166
0.205624,-14.4576
0.602704,-44.1652
0.544119,-45.7619
0.482127,-29.288
1.85889,-125.503
1.40295,-67.2698
0.975585,-62.5451
0.630413,-39.1246
0.0881702,-7.87084
0.463932,-20.3926
0.765164,-35.271
0.831913,-58.4397
0.741745,-27.0562
1.48454,-83.9877
1.0339,-55.6995
0.609065,-42.1935
0.152304,-12.0368
2.00455,-110.311
0.537214,-21.963
0.170797,-9.88659
1.53856,-101.205
2.11197,-74.1141
1.83359,-135.123
1.45238,-95.2091
0.893668,-40.7862
0.268772,-17.8096
0.0454797,-2.47884
0.705736,-39.6618
1.06758,-68.3712
0.875867,-51.5571
0.1473,-4.80589
1.37411,-56.3283
1.1931,-54.7494
1.65299,-97.7695
0.894132,-58.3744
1.46008,-69.3781
0.550815,-18.5632
1.00851,-61.9081
0.623368,-38.529
0.0633217,-0.0460974
1.58444,-79.103
0.695778,-35.3781
1.27645,-55.0224
1.00458,-63.8345
1.10078,-53.9907
0.811936,-45.759
0.995668,-55.9634
0.811089,-44.4564
0.322523,-22.4548
1.41084,-94.5212
1.02995,-68.4827
0.957595,-58.5842
0.751339,-41.4154
0.964295,-72.7569
0.260596,-15.0446
0.214588,-10.5362
0.977926,-61.2351
0.885626,-51.9212
0.548563,-28.9791
1.17244,-52.1983
0.916487,-42.4618
1.00089,-69.5168
0.321599,-10.0925
1.21032,-81.0988
1.69667,-92.4417
0.182568,-12.4053
0.659643,-49.0658
1.21862,-87.3463
0.671897,-47.5154
0.53481,-29.4309
0.271283,-18.5807
1.0217,-57.3886
0.689494,-46.4805
1.08551,-44.9021
1.20943,-53.4064
1.76777,-108.851
0.626581,-39.8212
0.993321,-56.2183
1.5731,-95.786
0.924154,-44.7215
1.5218,-96.4601
0.835706,-52.3296
0.835436,-54.7535
1.79387,-114.998
0.740251,-39.4994
1.02803,-45.0267
0.320738,-18.2607
0.318109,-17.0972
0.37932,-28.3316
1.67448,-108.681
0.177654,-12.0589
0.105367,-11.3978
0.283064,-18.6842
1.05767,-34.7383
0.708576,-41.1745
0.717096,-29.7085
0.558379,-28.2306
1.27648,-88.1783
0.320913,-20.5412
1.67319,-95.2772
0.308849,-19.9885
0.967948,-57.0111
1.61078,-98.0127
1.26278,-94.4356
0.411532,-22.8025
1.09942,-55.1137
0.726756,-48.7326
0.511959,-27.545
1.45368,-82.1291
0.884618,-54.8949
0.314786,-19.5341
1.32266,-84.7215
0.50003,-26.634
1.08382,-70.0837
0.551678,-23.1008
0.837899,-47.2336
1.4901,-95.201
1.80219,-109.65
1.01239,-62.7856
0.885145,-50.3278
0.70079,-56.3884
1.04333,-66.6299
1.34654,-65.1822
0.887411,-60.8946
0.441286,-31.4787
0.880554,-64.9177
0.371556,-23.4056
0.354954,-23.8975
1.28212,-76.7667
1.61789,-103.681
2.02625,-121.774
1.6071,-105.527
0.223611,-14.8959
0.193005,-10.9013
1.03114,-44.8274
0.791889,-60.4508
1.14256,-63.0187
0.463002,-28.0871
0.533101,-34.3248
0.554947,-27.8027
1.11177,-69.9024
1.11473,-72.363
1.01874,-57.3742
1.1691,-56.6927
1.0422,-45.0438
1.30283,-89.4326
1.28756,-66.8268
0.814418,-50.8867
0.868719,-54.2317
1.19028,-84.2732
0.725614,-28.1352
1.58948,-99.0515
0.859998,-67.8004
0.642428,-41.0902
0.156795,-14.415
1.08733,-38.2869
0.433799,-33.9758
0.713418,-48.2479
0.482272,-26.5129
0.573673,-22.6908
1.31083,-83.1199
1.622,-94.3723
0.101222,-7.85913
1.17479,-65.257
0.463643,-33.0147
1.11474,-76.8734
0.423496,-29.3303
0.878958,-44.8793
1.18954,-74.6587
1.78744,-107.893
0.192444,-12.3208
0.197194,-8.76085
0.784723,-46.3954
1.00398,-45.5337
1.75069,-112.313
0.857361,-53.5984
1.30131,-46.6404
0.512994,-37.1218
0.113418,-8.1105
0.873612,-35.5212
0.831202,-52.4759
0.192432,-8.80883
0.67268,-46.1427
0.935884,-42.9294
0.489294,-23.7199
0.0802775,-4.7932
1.07982,-71.4719
0.622691,-27.7058
0.586673,-24.9655
1.00365,-59.0078
0.69249,-55.5149
1.55408,-95.7819
0.487595,-17.6316
0.449332,-25.943
0.058279,-2.63851
1.95775,-97.4443
0.0807601,-6.02037
1.34909,-60.4211
1.35526,-78.9449
0.47245,-26.4392
1.0399,-70.0327
0.616166,-40.5424
0.757616,-50.1253
0.966488,-57.3321
0.598779,-47.275
0.621656,-30.0684
0.88324,-41.0872
1.01607,-38.2887
1.29734,-95.3606
0.658561,-39.0605
1.50116,-97.3757
1.56294,-100.996
1.11118,-41.0468
1.19276,-73.557
0.532848,-35.9295
1.40724,-91.3791
0.325976,-24.0399
1.54584,-87.5218
0.951173,-54.2407
0.519352,-38.9862
0.426117,-32.8757
1.64077,-104.269
0.84716,-39.2394
0.865183,-58.297
0.458622,-24.4658
0.33694,-26.674
1.21608,-47.5168
1.20248,-80.4249
0.207984,-15.8439
0.728143,-44.4252
0.584255,-18.2719
1.13842,-47.7752
0.478098,-24.3569
0.822844,-32.3057
0.298736,-22.7717
0.206867,-13.578
0.0618732,-3.22299
0.662945,-42.067
0.262693,-9.09231
0.803985,-54.6323
0.333432,-20.7369
0.609027,-36.9378
1.45808,-98.3903
1.73281,-116.67
1.29073,-97.4094
0.723642,-38.4265
0.301342,-11.0746
0.929561,-61.8886
1.22992,-54.6549
1.21638,-67.1995
0.470748,-31.6603
0.834226,-57.3446
1.14946,-67.7475
1.63452,-103.219
0.895781,-59.2758
0.717477,-31.6621
0.155455,-10.8587
0.237536,-12.4323
1.60226,-109.811
1.73344,-110.046
0.633597,-41.8681
0.589712,-39.6152
0.948259,-51.4675
0.3233,-15.0506
1.51307,-92.616
0.263553,-14.6518
0.445531,-29.1574
1.14393,-79.1056
1.28713,-75.3937
0.849462,-56.421
1.14432,-68.3714
0.0633681,-5.17414
0.554995,-33.9813
1.10005,-60.9877
0.51633,-33.957
0.692367,-48.0278
1.16468,-73.1414
0.56547,-41.0657
1.53202,-98.3322
0.216361,-14.5989
1.60853,-94.0843
0.32234,-16.8203
0.320275,-18.3304
0.321744,-16.2773
0.246103,-14.9208
1.33822,-95.4098
1.37127,-87.1976
1.20865,-64.4256
0.47353,-33.1038
1.88041,-85.2086
1.48144,-95.8024
1.5207,-94.6351
1.12106,-60.1987
0.72663,-35.7596
1.00338,-43.9818
0.825882,-60.6315
1.51625,-91.7135
0.998717,-66.1047
0.498997,-32.7938
1.83655,-108.965
0.133342,-7.21998
0.44014,-30.1485
0.530734,-32.7859
0.866519,-54.7884
1.06887,-56.8782
1.22823,-56.0414
1.10327,-74.5887
1.41686,-83.421
0.995024,-58.426
0.472568,-27.765
0.518922,-30.0251
0.157364,-11.6528
1.0474,-79.662
1.39129,-101.532
0.179922,-16.6265
0.388828,-31.7615
1.00669,-51.4345
1.34916,-78.2921
0.587392,-45.154
0.834019,-49.8319
1.32707,-58.4785
1.03305,-59.6526
1.1356,-61.0183
1.33665,-62.9203
0.260997,-17.4425
0.513319,-34.8069
0.261898,-14.7814
0.530947,-16.2119
1.56815,-71.5653
0.613828,-45.9583
1.46643,-82.6889
0.766005,-58.8111
1.13025,-70.5296
0.874562,-35.2723
1.15676,-51.0576
0.854459,-52.1954
0.615824,-38.0569
0.541955,-24.9441
0.611486,-26.1026
1.73583,-106.693
0.288752,-18.2893
0.536976,-23.9462
0.866335,-60.2567
1.26449,-86.9473
0.812096,-54.1153
0.952873,-60.3158
1.32818,-58.9936
1.51396,-99.0237
1.15027,-70.3127
1.32301,-90.2157
0.70681,-42.378
0.596325,-36.4368
0.835371,-28.3819
1.31754,-53.7851
1.1154,-75.2361
0.209458,-15.1219
1.37276,-78.0308
1.18269,-75.0834
1.4691,-73.1392
1.08597,-55.914
0.847983,-61.5864
1.46214,-89.5147
0.307557,-15.5568
0.242771,-6.48996
0.912773,-51.6429
0.719638,-43.5787
1.17416,-78.5006
1.86365,-107.747
1.26106,-80.9682
0.313407,-18.5021
1.09443,-55.8217
1.3549,-60.0552
1.34868,-79.6196
0.629398,-40.7698
0.908345,-62.8638
0.344188,-22.9815
0.458607,-27.5118
0.211335,-10.2354
0.338063,-24.6538
0.535102,-32.9542
0.266676,-15.583
0.675414,-42.2448
0.555332,-31.4569
0.649889,-42.5092
0.306948,-19.2475
0.292345,-17.8764
0.595111,-21.1208
1.40292,-100.703
0.332296,-17.8088
0.376427,-17.9286
0.63877,-26.4342
1.65552,-89.4331
1.70915,-108.051
0.349448,-24.7437
0.284702,-20.5595
0.849053,-63.0436
0.703503,-38.4478
1.24544,-57.4541
1.033,-66.4578
0.420127,-16.6422
0.285564,-16.5373
1.40417,-77.7569
0.9619,-46.0373
0.191953,-9.34188
1.46021,-83.4795
0.803098,-55.3142
1.28799,-89.4063
1.39929,-54.9478
0.586629,-26.341
1.05071,-64.4566
0.719768,-29.3522
1.02386,-77.602
0.587474,-28.6444
0.620216,-48.3119
0.124509,-0.0383033
1.72263,-105.073
0.823056,-38.5472
0.687068,-52.3957
0.303068,-10.5551
0.999571,-61.5298
0.68535,-54.3369
1.23508,-62.3063
0.62294,-30.1296
1.14236,-55.8703
1.33633,-88.887
0.514643,-28.0258
0.87084,-50.5294
1.14388,-55.4324
0.759076,-47.2833
0.453208,-17.4604
0.20184,-12.9861
0.139343,-6.67539
1.53692,-111.289
0.848567,-60.2655
1.20971,-53.4948
1.08258,-40.0791
0.278138,-20.3924
0.311216,-26.7562
0.843598,-60.1771
0.718618,-45.6122
1.09925,-60.6858
0.295372,-15.6378
1.07462,-70.9265
0.713357,-46.0158
0.958414,-39.1917
0.795647,-54.8187
0.659921,-31.8414
0.441648,-24.6448
0.277519,-17.3113
0.975717,-76.3683
0.61396,-39.4045
1.28469,-60.5525
0.608544,-37.9999
1.51917,-91.6402
0.59607,-37.864
1.12792,-80.1361
1.49066,-87.23
0.203943,-12.8022
1.06318,-58.8111
0.645821,-30.872
0.876231,-48.7393
0.501804,-37.1349
0.729291,-44.6309
0.806933,-57.4101
0.686157,-50.4382
1.16738,-76.2777
0.717076,-45.0401
1.2604,-77.2668
0.745848,-45.6972
1.49965,-111.749
1.69956,-92.1458
1.492,-65.9053
0.172408,-3.55889
0.0935932,-5.62772
0.404459,-29.1736
0.953588,-52.8837
0.41138,-30.448
0.554419,-31.3978
0.556695,-37.084
0.845957,-50.1093
0.467307,-35.7744
0.548688,-23.5999
1.56407,-79.7468
1.10197,-64.7541
0.47647,-32.967
0.91557,-61.1566
1.23838,-81.7605
1.36617,-88.4225
0.707221,-37.9648
1.00871,-63.1024
1.65804,-103.628
1.38494,-56.7772
1.35171,-60.9847
0.398537,-22.9177
1.48788,-60.665
0.660249,-39.7827
0.192863,-14.366
0.444868,-21.7833
0.914348,-61.4249
1.26509,-78.8565
0.901156,-52.2855
0.635266,-37.7238
0.463658,-31.2439
1.01836,-53.7604
0.328909,-25.5672
0.105242,-5.17229
1.07602,-73.0724
0.919677,-50.0631
0.830259,-52.358
1.37809,-69.1521
0.988495,-49.607
0.811722,-23.2533
0.387639,-23.9707
1.74364,-70.4347
0.337618,-17.7632
1.43273,-97.3365
0.808346,-47.2271
0.69501,-51.3767
1.44669,-86.9541
0.608174,-35.3478
0.737425,-33.1926
0.391536,-26.5234
0.420048,-24.196
1.78893,-96.7466
0.937959,-62.8687
1.0992,-73.0135
0.988108,-56.625
0.402339,-24.8817
1.21612,-54.7881
0.694659,-42.0281
0.700975,-44.9753
1.53926,-96.167
0.709319,-35.5423
0.867034,-44.3649
0.768163,-58.6695
1.31442,-72.3129
0.687833,-37.8593
0.310791,-18.1792
1.07041,-68.9787
0.768911,-57.1585
0.412356,-22.6351
1.56794,-111
1.26494,-76.0833
1.14588,-77.6452
0.752831,-55.6029
1.28223,-80.7802
0.16347,-7.75162
1.54066,-99.1702
0.608186,-46.313
0.263621,-13.8626
0.184079,-13.0439
0.478353,-26.3355
0.362556,-24.4149
0.740775,-49.0511
0.966149,-58.411
0.528715,-28.8721
0.157376,-14.2442
1.81815,-114.914
1.59428,-102.089
1.59428,-48.9179
0.741864,-44.2875
1.29649,-86.1759
0.839409,-47.4812
0.196163,-9.03325
1.00644,-55.5232
0.308234,-17.8205
1.39971,-73.3534
1.0086,-66.9633
0.296726,-14.6531
0.131397,-5.04118
0.562759,-23.4892
0.371406,-27.9175
0.82539,-60.802
0.753569,-35.6014
0.564322,-41.1389
0.190765,-14.1031
1.18011,-58.8677
0.420481,-23.6392
1.72379,-104.06
0.466911,-21.1983
1.22434,-80.9035
0.913145,-56.0176
0.583676,-44.1247
0.494335,-34.5088
1.60073,-102.249
0.859595,-52.0519
0.530669,-35.5585
0.842413,-51.3329
1.74516,-111.278
1.22166,-74.8237
0.631424,-33.6999
0.431348,-32.606
0.216461,-14.1273
1.12942,-86.8865
1.39164,-85.9201
1.62074,-108.354
1.03766,-73.2552
1.44114,-87.4992
1.0542,-49.8907
0.361946,-18.0635
0.0686104,-4.40081
1.42081,-91.5168
0.244879,-14.4636
1.28387,-81.133
0.853875,-50.8392
0.742925,-27.2592
0.923263,-55.9769
0.477496,-29.954
1.03651,-67.8215
0.959205,-67.9772
1.2949,-70.4619
1.04641,-63.1583
1.00897,-71.0845
1.61575,-104.924
1.10176,-65.8451
0.744575,-33.0162
0.314905,-16.3697
0.18585,-11.4497
0.90244,-48.4217
0.318673,-14.3719
1.00927,-71.483
1.47281,-100.457
0.882382,-40.4181
1.53393,-77.3724
0.846268,-55.2293
0.345296,-12.5825
0.775054,-45.0789
0.690622,-38.9039
1.43207,-92.5756
1.49595,-83.7717
0.255554,-17.8289
0.207515,-10.8558
0.841408,-51.9079
0.257808,-16.8596
1.73111,-90.0954
0.620198,-35.3471
0.512703,-27.5741
0.947474,-61.4351
0.599326,-30.7616
1.2975,-62.7668
0.820248,-44.6455
1.48182,-104.001
0.391553,-23.8522
1.00665,-50.619
1.58573,-94.3682
0.453389,-21.9665
1.81971,-116.713
0.107637,-7.82132
1.63461,-106.817
1.2563,-77.2323
0.152552,-7.07987
1.55361,-96.3141
0.43569,-23.284
0.821606,-37.565
1.46729,-94.6883
1.13941,-80.7367
0.495451,-32.7325
1.82372,-115.51
1.82372,-83.3416
1.30622,-82.4808
0.333363,-18.0292
0.670255,-34.9792
1.10542,-60.0805
1.50112,-82.6847
1.35051,-62.511
1.02186,-74.0068
0.583207,-36.6703
0.539959,-23.4819
0.131325,-4.54009
1.11533,-76.4304
0.811384,-49.8676
0.671323,-43.9333
1.20199,-68.9472
0.19864,-9.64601
0.210997,-9.01231
0.956705,-63.8556
1.61402,-97.1128
0.545191,-30.8578
1.25917,-69.9921
0.190608,-10.8442
0.647243,-36.0665
1.11819,-63.5679
0.696573,-25.9858
1.24015,-85.3969
0.593949,-39.076
1.31355,-75.4845
1.13777,-70.9813
0.817044,-47.2272
1.12131,-70.077
0.111068,-9.43803
0.668108,-42.6138
1.41415,-60.8177
0.232981,-17.4587
1.49041,-79.7523
0.697077,-48.2272
0.861249,-59.5192
1.83111,-115.911
0.801415,-54.7965
0.611114,-39.4416
0.167368,-10.5128
1.02514,-34.9907
0.856183,-50.2424
0.407654,-28.1987
0.980351,-75.4702
0.876816,-51.4643
0.756582,-44.0964
0.196396,-10.4843
0.855102,-59.4204
1.39425,-90.1136
0.527475,-36.0041
0.856085,-44.3263
0.548475,-19.9069
1.60244,-100.423
0.628149,-44.8216
1.33206,-85.3707
0.724535,-42.8275
1.68384,-104.054
1.7373,-113.506
0.907223,-46.561
1.14645,-64.273
0.726087,-35.2417
0.938543,-48.248
1.19069,-72.889
0.816992,-70.0766
0.826573,-42.853
1.04421,-72.1182
1.29011,-92.5945
0.19363,-12.9672
0.977719,-60.8093
0.600327,-34.9904
0.533688,-34.987
1.28524,-80.2295
0.315,-22.7867
0.449607,-21.1193
0.376213,-17.3905
1.14365,-65.4471
0.216789,-11.4989
2.01832,-132.571
0.346127,-15.4088
0.244215,-17.8817
1.36382,-75.2039
0.886976,-52.3081
0.759701,-49.212
0.586172,-36.7388
0.689197,-49.504
0.195858,-15.2911
0.717533,-59.4055
1.15167,-58.1683
0.691704,-44.9791
0.59372,-41.5643
0.498288,-35.8094
0.239697,-18.7594
0.788919,-53.5177
0.981883,-63.0019
1.35,-89.9408
0.328966,-20.9043
1.52238,-95.0291
0.214789,-1.92032
0.625815,-40.4717
0.782266,-48.7721
0.686371,-37.5683
0.929184,-72.5758
0.720397,-50.596
1.61245,-98.6349
0.735545,-37.6951
1.53317,-101.966
1.38547,-101.694
0.360881,-18.1185
0.420071,-32.6975
1.00846,-74.4158
1.69449,-111.788
0.6321,-31.5898
1.63413,-108.585
1.22398,-84.2318
0.824772,-51.8964
0.589976,-31.4893
1.75953,-116.329
1.27188,-77.8806
1.11184,-76.4309
1.20265,-81.0651
1.59298,-109.42
1.73105,-67.5036
0.686565,-45.8501
0.241522,-13.5708
0.623773,-37.8067
0.608914,-40.8397
0.698997,-31.9289
1.00082,-37.0953
0.526791,-41.1681
0.0911407,-8.55964
0.790304,-58.2032
0.855731,-47.4077
0.100662,-5.2499
2.06114,-134.678
0.537326,-35.2226
0.384632,-25.5164
0.574566,-39.5371
1.17174,-69.3539
0.653013,-36.4473
0.509681,-24.9197
0.451065,-29.896
0.680037,-51.222
1.22343,-85.6622
0.397556,-23.5747
0.553967,-40.5299
0.391741,-20.1406
1.0368,-72.2286
0.881948,-62.3809
1.25468,-58.6432
0.467291,-26.8832
1.12168,-72.4621
1.73056,-105.212
0.921511,-45.7796
0.681997,-44.4385
0.153973,-10.6183
0.244154,-14.6636
0.576302,-34.0234
1.45766,-74.2055
0.789042,-46.5425
1.90309,-83.4986
0.0950626,-2.64957
0.86192,-43.2388
0.998086,-73.1217
0.725762,-41.2352
0.604839,-35.082
0.571759,-35.4919
0.801305,-46.866
0.176372,-11.0379
0.813623,-35.8591
0.316645,-22.4141
1.82673,-113.173
0.778124,-51.6969
1.065,-73.4717
0.631291,-42.3347
0.747415,-45.685
0.738792,-36.3195
1.01902,-62.0668
0.885251,-59.5967
1.26029,-78.2492
1.08761,-84.6242
0.346506,-14.4942
0.89689,-50.0673
0.615113,-34.9591
0.502348,-38.1669
0.702981,-43.45
0.815279,-46.1111
1.21319,-80.1392
0.231174,-16.1644
0.962787,-58.8528
1.14413,-64.8543
0.3175,-15.7655
1.19682,-67.1827
0.54853,-36.32
0.515952,-29.7407
1.7596,-57.3173
1.2167,-41.9341
0.235233,-13.9985
0.388933,-32.6415
1.60164,-107.354
1.00924,-48.4103
1.10128,-61.8556
0.793169,-23.44
0.509979,-22.4669
1.36406,-98.2035
0.746743,-34.4715
0.34579,-16.9243
0.963699,-72.7021
1.2362,-50.0882
1.23636,-52.973
1.79585,-88.2397
0.15206,-11.2378
1.61758,-93.9516
1.33604,-88.2442
0.255478,-9.33077
0.623056,-36.8159
0.203117,-19.4942
0.653521,-33.6844
0.645387,-41.7292
0.133582,-6.61326
0.385329,-18.0783
1.29125,-60.1839
0.443296,-17.8907
0.548554,-39.8776
1.31533,-95.7154
0.843238,-37.0596
1.44403,-69.1988
0.630124,-32.7758
1.06194,-41.4566
1.3106,-79.2924
0.739077,-48.2293
1.623,-87.7124
0.906363,-58.1972
0.809523,-32.7834
0.536175,-30.1865
1.54287,-92.0138
0.854454,-53.2735
1.23498,-77.383
0.778915,-55.2193
1.29425,-53.5108
0.574872,-23.0794
1.12321,-71.6393
0.557649,-32.0253
0.620752,-41.1186
1.31183,-78.2346
0.694212,-42.1173
0.195429,-9.71669
1.16725,-83.2005
0.768448,-57.2845
1.09104,-67.5312
0.74555,-43.6406
1.24032,-71.7932
0.792925,-61.5714
0.785832,-42.935
0.316561,-21.4878
0.254114,-19.057
0.413538,-20.3531
1.32805,-65.9122
0.892539,-56.0596
0.92576,-57.8421
1.13069,-72.6695
0.308469,-13.7379
0.849167,-34.7731
0.415339,-31.0858
1.30871,-75.1018
0.675768,-42.9636
0.593935,-28.2927
2.06458,-117.456
0.946734,-42.4158
0.654472,-40.2034
1.0465,-66.0109
0.660395,-43.0033
0.297397,-18.7849
0.175981,-8.97558
0.633196,-30.1841
0.261568,-20.9271
0.620663,-43.4636
0.631037,-40.0577
0.405454,-23.1548
1.09678,-42.2073
1.01454,-43.8543
1.57557,-93.5141
1.02538,-67.8647
1.54731,-109.291
0.86168,-60.0946
0.883466,-45.9348
0.346884,-21.0184
1.29783,-51.3262
0.45757,-32.8758
0.792955,-45.018
0.335507,-21.7642
1.09215,-66.436
1.3728,-85.7466
0.259981,-8.09192
0.672567,-34.9234
1.21801,-65.9809
0.861382,-53.6969
0.712963,-50.0278
1.48721,-80.6774
1.71418,-102.788
1.36868,-55.1538
0.507756,-30.0659
0.357279,-22.7674
1.00349,-67.1445
0.408011,-25.6524
0.63446,-32.8921
1.26809,-44.0856
0.319228,-20.0429
0.345639,-27.2857
0.991182,-58.3382
0.363326,-23.7525
0.999748,-34.976
1.47236,-88.5293
0.728261,-45.3729
0.278006,-15.4433
0.291419,-15.2825
0.629579,-43.0502
1.1386,-71.3446
1.42559,-51.1265
0.143959,-7.21782
1.14443,-81.9744
0.928897,-35.2418
1.10306,-78.4065
0.853771,-64.4052
1.81307,-102.188
0.492256,-24.2579
0.706064,-48.5819
0.489764,-35.9272
0.136189,-8.3974
0.438759,-31.2922
0.211934,-15.1562
1.80833,-125.121
0.339809,-17.6603
0.435251,-25.242
0.646172,-37.4671
1.65523,-107.666
0.512947,-21.9638
1.06567,-76.611
0.561719,-28.8982
0.386662,-28.8592
0.921291,-51.2189
0.321328,-20.3544
1.94137,-119.75
0.670426,-31.7432
0.191477,-10.5774
0.500773,-22.0153
1.44725,-79.2758
1.5705,-61.4285
1.52647,-62.8998
0.173768,-16.6058
1.19044,-61.466
1.86228,-110.644
1.09865,-68.8097
1.40124,-58.4413
1.71714,-109.88
0.78782,-49.4776
0.759117,-45.867
0.694258,-41.476
0.29886,-23.1387
0.376718,-18.1896
0.186058,-7.51215
1.17754,-74.0611
1.61183,-78.5872
0.503951,-34.2112
0.528947,-24.9765
1.40709,-94.5181
0.897556,-60.8006
1.53098,-77.8057
1.09947,-57.9093
1.019,-68.9956
0.754997,-54.4787
0.311392,-23.7558
0.6001,-47.0497
0.802359,-52.9534
0.57151,-35.8992
1.4349,-84.9923
0.904718,-44.478
1.52793,-87.231
0.769862,-53.9696
0.810303,-50.9687
1.22955,-67.7236
0.218354,-14.8309
1.43525,-78.495
0.594623,-34.0123
1.44394,-77.1988
0.957402,-64.2054
0.889656,-39.9213
1.80318,-135.563
1.51558,-103.549
1.70729,-105.878
0.356722,-29.6741
0.620029,-27.4691
0.374122,-25.2379
0.866746,-57.5618
0.113376,-5.28247
0.548508,-22.3287
0.662934,-35.996
0.661554,-33.2155
0.766856,-27.4707
0.491141,-35.4439
0.909318,-62.2299
0.775024,-47.764
0.103682,-4.88646
0.288543,-8.79236
1.14705,-70.908
1.75562,-100.902
0.783349,-47.648
1.08836,-68.2861
0.353566,-19.5587
1.55806,-94.1337
1.68625,-76.9072
0.089894,-7.42598
1.27544,-80.8269
1.53072,-66.1834
0.710517,-39.6071
0.124362,-7.06358
0.607688,-33.0944
1.41338,-85.629
0.469172,-31.6818
1.78277,-107.703
0.463047,-33.723
0.394174,-25.5987
1.50752,-64.801
0.966322,-55.5058
0.659272,-47.7843
1.05815,-66.0859
0.472231,-32.7476
0.430586,-25.1393
0.749736,-31.5828
0.99707,-42.6606
0.49029,-33.0125
0.776915,-61.177
0.410043,-21.9909
0.30222,-24.4687
0.63286,-28.1075
0.957167,-46.6597
0.339786,-23.4246
1.20995,-74.5984
0.55943,-28.6983
0.675177,-42.2294
0.548538,-35.0716
1.22297,-82.757
0.244562,-15.8564
0.379869,-18.4569
1.24377,-83.2768
0.693899,-40.7578
0.974697,-44.365
0.637022,-30.8319
1.53417,-94.6464
0.163349,-9.76103
1.31131,-85.247
0.56205,-28.9512
0.375518,-15.996
1.90741,-116.976
0.219007,-11.6332
0.683616,-25.899
1.15965,-78.1752
0.65615,-43.4447
1.34273,-81.3286
0.814467,-40.586
1.24543,-71.4793
1.06651,-72.1634
0.338468,-21.4576
1.00224,-59.9903
1.65273,-100.348
1.00795,-48.7833
0.381647,-18.47
1.47955,-84.1635
0.55557,-36.639
0.409087,-24.3574
1.76349,-115.808
0.328079,-19.3544
0.800245,-31.732
0.505895,-37.8804
0.723248,-36.1847
1.75173,-110.175
1.00523,-64.4465
1.08241,-79.266
1.56023,-93.4508
0.608714,-32.8211
0.0831157,-8.31055
0.145026,-2.9558
0.549948,-36.0456
1.14271,-69.7689
1.18624,-47.3941
0.902761,-54.5115
1.43515,-104.006
1.91965,-130.464
0.572384,-37.9128
1.3372,-79.7351
1.12756,-84.885
1.85677,-112.621
0.559508,-26.6406
0.589156,-24.7729
0.962451,-64.6814
0.643278,-35.5645
0.346188,-20.9263
1.21807,-71.6237
1.56175,-100.965
0.0843292,-2.99682
0.352591,-19.9142
0.947575,-36.0722
1.00969,-54.1176
0.693762,-37.3822
0.578743,-30.976
1.50449,-111.921
1.34402,-89.5386
0.273738,-18.2776
0.127066,-5.41522
0.690685,-48.3023
0.198564,-12.292
1.4958,-99.4547
0.283869,-17.1768
0.508783,-26.4547
0.449917,-23.6713
1.30567,-74.6895
1.03823,-72.1766
1.23212,-80.0412
1.10836,-69.7044
0.337967,-15.097
1.40412,-94.4162
0.526494,-32.5504
0.8738,-67.5619
1.28256,-81.4116
0.824156,-54.3428
1.02255,-66.3572
0.711962,-52.1598
1.33725,-82.6002
1.71085,-113.589
0.478653,-27.5568
0.500808,-26.9177
0.44266,-28.9398
1.55272,-82.5326
1.08864,-81.2519
0.667592,-45.4179
0.442649,-31.4348
0.396557,-26.9921
0.382501,-21.3047
1.31829,-51.9225
0.150174,-5.43604
