mcEdepQuenched,posr,BerekelyAlphaBeta
0.438961,4990.29,-26.464
0.491901,5854.01,-29.0289
1.56045,3283.07,-83.8114
0.899231,5994.33,-40.2105
0.769336,5456.95,-45.0059
0.646291,5299.72,-37.1
1.11069,5016.17,-65.4832
0.603699,5812.26,-23.1813
1.42329,5737.39,-66.58
0.786009,5307.56,-46.6127
1.15128,5379.51,-77.1793
1.10755,5779.63,-53.4513
1.06081,3685.01,-56.8017
0.129527,2745.49,-7.40625
1.18379,4168.7,-70.1992
1.38303,5287.56,-95.417
0.922096,4274.44,-67.4756
0.763259,4187.18,-47.0174
1.41995,4650.14,-85.4954
0.745356,351.724,-47.0184
1.38904,4884.48,-91.8426
0.596564,4365.73,-46.3179
0.899179,4862.86,-60.1569
0.0655507,5136.56,-3.6497
0.973586,5391.29,-57.2391
1.67131,2541.5,-107.015
1.79126,4634.04,-95.7608
1.23265,5160.25,-74.2476
0.605394,4835.41,-46.1532
0.190525,3294.78,-6.98382
1.38508,2398.63,-91.4876
0.71582,4111.98,-42.9221
1.0772,4948.73,-64.6919
0.358407,5946.55,-12.91
1.44673,4690.64,-94.4932
1.02956,3354.11,-70.1152
0.97917,4995.93,-71.1901
0.258328,4589.9,-19.0593
0.356335,5830.62,-14.4382
0.931877,3071.08,-60.0352
0.442922,4643.16,-20.9662
1.1439,3269.4,-81.9564
1.52786,5677.64,-64.1289
0.458341,4964.47,-33.8974
0.882317,4205.78,-56.7674
0.980657,5883.22,-35.7842
0.289649,3858.03,-19.7562
0.936601,2464.76,-56.0581
1.17738,2441.98,-74.2844
0.182199,6001.89,-3.74512
1.50273,5770.56,-57.4167
1.36017,5932.18,-55.6252
1.06015,4453.76,-63.787
0.17889,2442.36,-10.1644
0.745512,5951.51,-22.5506
1.25459,5167.5,-84.5321
1.14014,5228.89,-79.025
0.369933,5439.84,-23.2148
1.18246,5191,-72.2539
1.07948,4375.37,-63.9388
0.886217,4963.48,-54.5128
0.632437,4569.06,-38.6235
0.626845,4321.09,-39.3487
0.632313,5458.49,-26.7902
1.38665,2208.7,-70.1571
0.777635,3371.13,-37.9823
1.00353,5544.68,-58.3769
1.28435,3698.04,-74.056
0.713104,4769.87,-52.6103
1.10494,5335.09,-78.738
0.121479,5506.23,-5.59023
0.262731,5866.35,-13.8698
0.648278,4394.14,-43.3212
0.531096,5324.36,-32.2428
0.336654,5985.79,-18.4452
0.922517,5221.35,-60.8489
1.76818,3187.54,-117.657
1.32293,3166.94,-101.097
0.863083,2357.56,-55.2523
1.41977,3741.02,-77.7571
1.0245,5980.54,-38.2808
0.395805,3864.58,-28.3329
1.50293,1796.5,-83.9494
0.995168,6007.69,-52.3537
1.75968,3263.42,-120.061
0.438927,5354.96,-26.2428
0.633325,4731.77,-42.8279
1.46296,3950.2,-92.6121
0.338419,5254.16,-22.5969
0.469362,4708.25,-29.4814
0.881946,5086.09,-57.2501
1.25404,5611.36,-49.1944
1.03162,5192.79,-65.9054
1.50347,4706.91,-97.7591
0.565677,5171.25,-42.9927
1.93646,4709.89,-125.561
0.573978,5592.55,-28.322
0.296738,3259.93,-21.3603
0.579732,3965.32,-38.2586
1.29161,4110.71,-89.0005
0.489909,4429.18,-38.9249
0.420311,5538.78,-24.5428
0.973777,4394.15,-65.6679
0.832342,3472.48,-56.1686
0.711071,3345.13,-46.6157
0.890511,5679.65,-41.7557
0.913993,4548.2,-57.8201
1.08045,3023.11,-73.5229
0.673831,4375.29,-39.7816
0.472361,3813.77,-32.7544
1.17771,4501.67,-83.9973
0.994932,5186.19,-65.7472
1.31833,5573.36,-72.3301
1.20594,4572.97,-82.0215
0.678476,4463.15,-44.6742
1.33959,5519.97,-67.7683
1.30672,5168.25,-92.8711
1.29507,2871.67,-77.3318
0.729214,5884.76,-39.3823
0.358373,5432.55,-14.5489
1.0838,4283.16,-68.0036
1.1452,4442.77,-82.331
1.35942,4738.44,-91.5489
1.30088,5928.41,-52.2716
1.34478,4927.1,-91.0085
1.10917,3386.15,-70.4045
0.820369,3241.05,-46.786
0.870594,4899.46,-56.3583
0.446582,4103.93,-34.5274
1.2273,4984.92,-74.1537
1.34546,5528.59,-80.3023
0.0910752,4725.82,-3.80019
0.076978,5702.99,-4.59016
1.28602,4115.5,-75.4053
0.208354,5457.7,-16.1111
0.470869,5240.04,-24.9979
1.63717,4189.77,-112.179
1.16884,3779.13,-84.6232
1.17267,4971.92,-72.1301
0.321291,4900.36,-22.3839
0.978943,5275.49,-63.9794
1.00273,3342.76,-55.0955
1.37375,3211.64,-88.3365
0.293138,3290.6,-25.59
0.214693,5697.9,-2.44615
1.37207,1265.96,-78.8415
1.43604,2173.97,-91.8566
1.1577,4460.69,-76.474
1.12404,5940.12,-46.582
0.523115,3258.95,-39.4742
1.62892,5438.58,-76.5545
1.04087,5253.14,-65.0941
0.705354,5701.03,-24.0103
0.108541,5451.15,-4.56661
0.314206,6027.58,-10.298
0.487693,1212.94,-30.0016
0.412113,3818.63,-20.9865
0.678852,5054.97,-43.7965
0.201087,3013.26,-12.4226
0.89554,4328.34,-48.1837
0.418198,5290.1,-33.4765
1.35157,5371.46,-77.1093
0.366836,4482.8,-26.6476
0.90225,5441.35,-58.5219
0.331094,4715.81,-26.6733
0.958525,5326.17,-67.972
0.803704,4937.34,-61.0204
0.56752,4689.87,-37.2856
0.512462,1993.97,-25.9274
0.773995,4346.88,-52.2913
0.183241,5989.94,-7.88107
0.591408,2620.9,-39.732
1.25346,6035.63,-48.8709
0.586448,3436.12,-39.0949
0.283522,5296.93,-24.01
1.04366,5415.95,-68.8845
1.56595,4175.91,-104.575
0.190494,5250.71,-11.956
0.603843,3785.58,-33.4551
0.420981,5342.17,-23.2153
1.2547,4484.78,-75.2198
1.33654,2396.51,-80.1128
1.27958,3022.95,-75.0478
0.948294,3503.07,-71.5178
0.39637,3710.25,-28.7384
0.97309,5047.48,-65.8019
0.778488,4050.62,-44.2752
0.941691,1985.87,-61.2518
0.967822,3248.55,-58.5767
1.65565,5112.69,-116.095
1.31904,2229.65,-69.9404
0.869448,4678.94,-68.1424
0.660218,3287.41,-48.1161
1.33072,5133.01,-96.8269
0.120813,4343.1,-11.4151
0.495496,2552.45,-33.1662
0.55178,5067,-35.1267
0.545629,3923.26,-40.5596
0.250841,5726.8,-16.3577
0.607003,5556.84,-27.1638
0.248223,3654.42,-12.147
0.363066,5440.6,-18.8134
0.869401,3255.82,-43.3206
0.361255,3862.94,-20.0233
0.456751,4838.11,-28.4669
0.27841,4278.2,-16.395
1.01734,4403.97,-74.135
0.532502,4397.71,-37.8948
0.246842,3323.98,-19.8402
1.04047,5536.15,-56.3953
1.40497,2106.49,-85.2582
1.36042,5607.23,-70.5143
1.37202,4531.92,-84.8724
0.67788,4856.26,-38.9895
1.55363,5691.12,-75.6465
0.543194,5984.43,-19.3154
1.27322,4895.77,-83.236
0.92305,1879.09,-46.8003
1.41937,5611.27,-61.09
1.79726,5273.4,-110.044
0.749346,3489.76,-41.1929
0.184964,6049.55,-8.08649
0.856826,4734.13,-49.7297
0.95394,4456.41,-61.6971
0.106427,4679.14,-5.95186
1.53756,5994.68,-65.2709
1.1396,4465.17,-76.6977
1.02172,4439.18,-68.9009
1.49736,4383.6,-91.4765
0.934786,5073.68,-64.9126
1.659,4138.77,-101.917
0.502963,5342.83,-33.1949
1.6023,5821.54,-57.8468
0.583999,4609.19,-37.8744
1.26941,5322.7,-70.9517
0.603374,4881.51,-38.1589
1.06392,5193,-70.2956
1.50842,4678.77,-91.1613
0.533,4533.63,-35.8444
0.457945,6057.84,-17.7886
0.220338,5557.92,-14.6469
0.0558013,2784.54,-3.22828
1.29237,4807.41,-93.2543
1.42892,5520.6,-54.25
0.624301,5853.46,-30.3495
1.25568,5004.25,-91.3525
0.514993,4581.72,-38.0721
1.57765,3155.9,-99.983
0.669901,5664.21,-29.5478
0.585028,3155.19,-35.6054
0.36503,4291.48,-23.9049
1.22557,5286.46,-73.7289
0.363576,5322.28,-25.6172
0.87345,5301.36,-56.7471
1.08594,4658.52,-71.1054
0.140803,1804.85,-8.15985
1.09218,5278.28,-60.2172
1.41507,4347.58,-84.139
0.677835,5097.32,-43.315
1.25179,4376.83,-95.2795
1.69675,6004.84,-47.6045
1.18705,3263.51,-82.4426
0.137786,4994.48,-8.06055
0.40831,4645.46,-31.3652
1.36757,5494.01,-74.7718
0.397881,4596.1,-28.6526
0.211322,2723.91,-10.0324
1.50043,4438.39,-95.1482
1.24512,2641.14,-80.3292
0.75411,5304.32,-48.0319
0.515282,5541.14,-33.0886
0.39901,4735.05,-24.7058
1.53293,5962.76,-52.9023
1.39085,3667.32,-79.4577
0.320358,2384.6,-21.879
1.01003,5662.1,-47.6446
0.424652,3248.19,-24.1026
1.56073,5630.08,-71.9215
0.599323,4129.69,-35.8982
0.198071,4541.29,-13.2896
1.35934,4654.32,-90.0214
1.27355,6049.73,-53.0429
0.696407,5474.86,-34.063
1.69676,3804.42,-102.831
0.680802,5769.38,-28.8074
0.936382,5815.79,-45.0614
0.277462,4124.74,-26.9105
0.787848,5800.75,-35.3496
0.107049,5506.33,-4.55054
1.36296,4776.92,-85.6602
0.238052,5642.49,-13.1779
1.65842,5210.92,-106.062
0.0492943,3373.11,-2.31729
1.037,4870.62,-72.5249
0.808812,4412.58,-51.6151
0.274816,4978.38,-23.0624
0.845557,4782.72,-54.6833
1.49378,4986.54,-102.212
0.35367,4776.25,-24.3331
0.727045,6058.78,-32.5749
0.48624,3590.93,-29.0051
0.946306,6021.32,-42.5187
0.350178,5282.11,-30.7335
0.273222,4496.02,-14.6112
0.176062,5864.5,-5.52505
1.06345,5455.88,-65.1513
0.818941,1579.77,-54.0542
0.100341,4453.69,-4.98728
0.629836,4850.79,-43.6153
1.72616,4423.01,-106.591
1.17723,2969.93,-79.51
1.01175,5346.06,-63.3347
0.724733,2610.26,-40.5458
0.576254,5723.19,-28.8884
1.27664,4504.4,-80.8845
0.919917,5703.84,-41.2097
1.17747,5563.34,-62.7907
1.31929,5749.78,-62.5307
0.386751,5276.6,-21.7276
0.293043,5458.04,-11.7986
0.370241,4403.61,-23.1859
1.16954,5991.04,-51.0699
1.1126,4443.13,-76.2231
0.495782,4595,-27.7559
0.0899409,4382.7,-5.1352
0.73886,2828.94,-41.3235
1.61717,5612.59,-68.4639
1.08304,4484.21,-70.3816
1.02726,5393.5,-59.5079
0.65341,4823.71,-43.7409
1.14663,3238.85,-69.5945
1.26329,4600.35,-85.3779
1.13382,5243.89,-63.2909
0.445906,5634.94,-26.2686
0.428942,4369.08,-28.1706
0.384327,5699.27,-18.4462
0.246594,5834.59,-6.34421
1.57252,4661.42,-98.4348
0.601223,5402.81,-31.7317
0.878201,5742.29,-35.8251
1.46416,1420.41,-87.8648
1.00804,5222,-68.9343
1.88574,1897.96,-104.189
1.3862,4257.02,-93.884
0.808756,4154.37,-37.8116
0.919834,5083.87,-57.757
1.36289,5955.9,-57.0491
0.519707,4334.57,-31.9364
0.98088,3659.76,-69.2356
1.40384,5781.67,-62.2578
0.875468,6035.1,-41.0127
0.815526,4238.6,-56.5015
1.66814,4307.1,-108.078
0.194814,3970.44,-12.3909
0.792442,6040.95,-35.8975
0.297839,2451.79,-18.8677
0.480994,5759.89,-19.306
1.45675,5030.3,-90.8357
1.0561,5754.38,-55.0287
0.463662,5261.87,-33.5529
0.749887,2344.32,-55.1625
0.292954,5924.84,-14.976
1.32826,4562.44,-79.4955
0.829797,5228.95,-58.1624
1.30235,5593.93,-60.5576
1.12896,4480.35,-72.0408
1.23751,4885.51,-67.2048
0.705508,5698.01,-37.0865
1.05579,5542.58,-47.4889
0.757774,5657.95,-46.9153
0.625157,4374.97,-36.88
0.989485,3354.11,-71.739
1.26343,2946.14,-70.5969
0.219554,5489.06,-9.05433
1.54332,4157.56,-94.7207
0.296637,4669.33,-22.9057
0.273777,4338.21,-20.6023
1.78645,5104.8,-114.366
0.254414,2631.74,-20.3368
0.941312,4515.61,-56.0497
0.210475,2788.42,-12.9713
1.75007,3129.17,-108.741
1.36358,4837.43,-86.9398
1.153,5973.9,-56.5499
0.997488,3953.26,-66.7792
0.80703,5836.35,-38.1187
0.976221,4630.76,-74.149
0.612562,3857.4,-36.2795
1.41365,5868.34,-60.0569
0.540579,2575.26,-38.7405
1.18658,5375.34,-68.392
0.0927762,5583.74,2.45944
1.11899,5140.84,-77.8171
1.44279,3998.02,-94.4092
0.355031,5380.23,-16.5036
0.613997,6019.96,-27.7983
0.54829,5626.17,-29.3162
1.22647,4957.75,-84.4048
0.567236,3241.14,-35.9647
1.96803,4604.3,-129.762
0.783976,4247.79,-59.2902
0.77627,4482.79,-51.5908
0.879466,3564.93,-62.7059
0.754367,5593.63,-45.8403
1.42486,3305.56,-93.4187
1.40171,3396.84,-90.3043
1.55922,5614.79,-69.9516
1.45664,3545.07,-80.1067
0.495031,1273.89,-29.5312
0.631865,3819.76,-42.1865
1.27927,4125.49,-90.6466
0.955149,4841.97,-61.1369
1.32635,5261.9,-82.4912
0.902093,5809.57,-37.9038
0.407385,5480.41,-20.3832
0.907066,3278.08,-53.7432
0.834589,4200.08,-58.08
0.224315,3863.48,-19.3155
1.76719,5650.81,-87.6272
0.746863,5465.15,-54.4574
1.43146,5478.28,-83.9312
0.96137,5883.77,-32.464
1.32995,5415.6,-67.6815
0.473055,5440.56,-26.6498
0.684597,3144.8,-35.3142
1.34016,5317.22,-83.2519
0.887777,5869.46,-51.8109
0.677243,5830.08,-32.0382
0.42606,4857.03,-27.1267
0.124222,5079.91,-8.10419
1.62967,5262.84,-110.744
1.40856,5516.77,-63.1165
0.975326,4975.64,-59.4868
0.685541,5516.86,-37.211
0.642101,4280.72,-47.5759
0.459126,5162.89,-30.9108
0.760149,3517.06,-47.579
1.33439,4232.9,-75.2818
1.4685,3252.67,-102.211
0.526213,2984.35,-32.8062
0.599835,4746.54,-40.2133
0.600761,4996.53,-45.9081
0.913773,3715.75,-51.4041
0.0616514,5795.76,-2.26885
0.517624,1700.98,-30.3126
1.04429,4540.63,-70.4871
1.35664,5815.6,-60.9275
0.791871,5259.96,-46.0984
0.669629,5328.36,-40.1317
0.525984,5742.48,-22.5154
1.07137,1782.71,-64.8413
0.793018,4117.17,-55.6888
0.0922407,1105.38,-3.33094
0.383832,3276.34,-24.3135
0.128018,3596.65,-7.31014
1.00455,4949.13,-60.7032
0.629536,2041.52,-39.157
0.583606,3845.98,-44.5174
1.12924,5093.29,-65.1234
1.33888,5598.07,-75.1097
0.675828,1486.07,-33.0368
0.567512,6056.48,-23.7352
0.204479,2501.36,-12.4983
0.765203,4544.42,-45.2906
0.653239,3761.44,-50.7287
1.86908,4917.17,-124.254
0.387861,5423.65,-29.7348
0.831209,3825.71,-55.0931
0.96779,4011.32,-63.9038
1.69379,5469.08,-52.66
0.522915,5671.86,-33.5485
0.266606,5379.48,-12.3922
1.62176,5490.77,-75.2092
1.07174,2622.03,-64.3674
0.376105,3340.96,-29.5726
1.79315,4808.98,-108.311
1.63817,5963.26,-60.8078
0.769731,5380.58,-42.3618
0.371692,5850.88,-19.3703
0.0730333,5627.74,-5.91443
1.19069,1513.62,-74.2029
0.800641,4083.25,-45.5252
0.399591,4563.66,-26.6104
0.572196,3769.79,-37.6955
1.10116,5235.72,-73.141
0.89331,4994.3,-53.7248
1.33645,3613.04,-92.4557
0.591909,5244.84,-37.7862
1.73622,4729.13,-116.17
0.439353,3953.86,-28.1472
0.458085,4915.14,-29.5779
0.53663,2786.9,-25.0062
0.275358,4597.74,-16.7348
0.294857,4408.87,-18.1876
1.00382,5564.09,-47.5749
0.943742,3533.05,-47.5745
0.906527,3908.41,-59.6744
0.778061,4360.28,-50.9368
0.961359,4096.32,-53.6159
1.26579,3526.72,-66.3164
0.374395,4960.86,-23.8392
1.07373,4834.76,-72.0653
1.35158,3325.01,-92.1137
0.332909,5390.84,-19.3156
0.764507,3877.64,-57.9145
1.15272,5850.09,-50.9876
0.756476,4253.75,-49.8922
0.710274,5205.05,-52.3937
0.924816,5940.5,-34.1988
0.369954,3509.23,-21.0802
0.520602,4483.52,-34.3368
0.302404,5376.3,-13.8832
0.624201,4989.68,-40.0522
0.433568,4309.91,-26.5343
0.622592,4630.52,-47.2875
0.350534,3976.5,-20.066
1.41708,6054.08,-46.4955
0.784937,4543,-50.6535
0.68099,5714.7,-32.0782
0.554642,4986.21,-34.1125
0.926428,2483.38,-51.9725
0.836044,3868.58,-58.8945
0.565741,1353.71,-30.648
1.90713,5913.52,-74.1077
0.851387,2184.61,-49.109
1.2998,1735.61,-73.2901
0.462494,1747.18,-22.5295
0.860878,5300.8,-68.3587
0.137534,3929.68,-6.53539
1.03059,4696.73,-70.0327
0.539082,2613.41,-27.3777
1.01488,5134.21,-48.1269
1.74637,5028.34,-106.346
0.35093,3665.34,-24.2131
0.94073,5787.52,-37.2897
0.718499,1679.46,-39.6246
1.39305,5627.02,-62.5494
0.927028,2959.94,-47.9811
0.263682,2617.92,-15.2904
0.513358,5172.13,-34.1984
1.04463,2104.01,-56.4382
0.407917,5036.09,-28.757
1.25143,5665.02,-49.9451
1.39314,5752.85,-62.8615
1.82851,5601.87,-76.5079
1.00215,5473.37,-47.2903
1.18457,4596.03,-76.8807
1.34787,4703.41,-94.5865
1.05142,4839.26,-77.1769
0.478981,4222.21,-31.0222
0.671584,2798.13,-41.3725
0.133742,5046.13,-10.5102
1.74048,4815.69,-116.668
0.223035,4551.06,-16.0954
1.64162,4050.53,-107.481
0.532848,2288.92,-38.4984
0.884607,4132.69,-61.1537
1.22711,5785.75,-56.2709
0.121127,5717.67,-7.53615
1.38009,4797.25,-76.4146
1.29075,4263.41,-83.5636
0.320631,1354.24,-23.8464
1.08496,4617.06,-75.9427
1.57194,4968.48,-95.245
0.473,5112.3,-33.9348
1.28308,4260.18,-92.2332
1.36212,2347.63,-86.3488
0.319194,3849.13,-18.3946
0.450893,5646.24,-24.7193
0.928348,3316.83,-65.153
0.852258,5112.65,-52.2864
1.69332,3858.66,-111.257
0.738315,5420.13,-36.4258
0.639273,3856.76,-35.8472
0.138537,5565.69,-5.07129
1.53281,4394.98,-98.68
0.41182,3739.83,-22.2595
0.249505,1782.37,-14.6412
1.56847,5685.02,-65.7822
0.888902,5688.75,-44.6066
0.485836,5375.02,-25.4495
0.1653,4969.89,-12.0701
0.998086,4462.22,-50.4526
1.19915,3727.95,-73.1022
1.07589,5387.69,-60.8785
0.814072,4739.17,-58.597
0.402017,4696.47,-28.6545
1.41102,4538.88,-93.8832
0.836204,3518.54,-56.6482
1.42501,5641.39,-58.7831
0.679754,5194.99,-43.5618
1.12042,4725.93,-65.3915
0.421895,3865.36,-26.116
0.99285,5430.97,-55.104
1.13034,2876.1,-57.0764
1.05418,5180.04,-69.2036
1.26972,4411.7,-87.436
0.71487,6034.75,-19.3971
0.450641,5090.13,-37.0509
1.04828,4408.82,-75.1267
1.48413,3398.44,-100.955
0.18405,5330.79,-10.6451
0.184043,5545.34,-11.4991
0.154686,5327.25,-8.78923
1.73244,4338.34,-97.9009
0.429201,3169.97,-31.9288
0.562955,2569.54,-35.0099
1.49673,4395.26,-92.1646
1.35453,4673.06,-92.6338
0.237251,4669.96,-19.2924
0.381822,1288.49,-23.5735
0.628935,3205.6,-37.0079
0.247492,4791.32,-16.4311
0.15236,3983.35,-14.1847
0.953707,5417.98,-43.5724
0.793968,4620.07,-61.4946
0.526832,4124.41,-42.4268
0.560314,5150.1,-30.2295
0.96327,4993.37,-71.39
0.102244,5122.67,-5.85481
1.13519,5617.53,-10.8507
1.94948,4466.47,-128.093
0.404179,5650,-19.1785
1.45427,3612.84,-88.9799
0.606766,4023.2,-32.1417
1.74159,3160.39,-118.37
0.476647,3822.12,-30.5534
0.415907,2393.8,-27.611
0.560274,5510.97,-30.0441
0.641477,4453.62,-46.8182
1.53473,4608.15,-99.3641
0.355332,2345.7,-24.701
0.431293,4986.37,-23.6173
1.68592,4748.21,-105.936
1.36988,4489.03,-81.1527
0.936202,4384.33,-64.3858
1.39477,5961.09,-45.2746
0.320928,4959.05,-22.0883
1.45663,3501.19,-95.3699
0.299733,4236.63,-19.8136
0.246106,3676.8,-13.4454
0.168053,5958.05,-2.62435
0.971532,3016.89,-56.4497
0.228694,2987.6,-16.6822
0.217143,2918.84,-7.25021
0.34725,5458.84,-23.3454
0.319332,4360.65,-20.1787
1.20664,5612.56,-63.265
0.232805,5999.9,-5.03956
0.593856,4943.59,-39.8107
1.13034,5075.17,-68.685
0.558536,5748.48,-28.9512
1.21371,5377.34,-79.238
1.61139,2984.91,-106.109
1.39883,4551.58,-80.5225
0.866041,5088.42,-56.3683
0.548842,2660.7,-40.4656
0.793854,5670.19,-40.6269
1.19039,4098.19,-81.1665
1.1344,4305.01,-75.6764
1.63819,4482.91,-108.268
0.367168,5883.06,-16.4625
1.65475,1791.74,-98.3311
0.158325,4219.58,-12.4579
0.89794,4323.83,-56.3864
0.420969,5825.91,-24.1073
0.575039,5386.49,-44.9587
1.84984,4790,-111.145
0.931301,2395.6,-61.0963
0.623981,4284.04,-33.7306
0.86849,2119.69,-52.4011
1.44862,4119.86,-91.2267
1.08933,5831.9,-44.0522
0.358355,5620.14,-17.2394
0.0660084,4768.9,-6.38239
0.330307,6013.06,-23.1349
0.640687,5901.82,-29.3909
1.22466,5790.62,-76.3325
0.686677,5766.44,-33.2937
1.25978,5698.89,-61.9739
0.968509,5906.8,-40.0196
1.68957,2355.03,-115.099
0.404501,2853.82,-24.0781
1.41532,4512.84,-88.2804
0.858462,5579.47,-45.1951
0.860142,5222.19,-50.5804
0.184505,5798.89,-7.82179
1.85762,5404.19,-106.851
1.90319,4229.32,-111.67
1.63262,4479.94,-95.4946
0.701245,5899.6,-26.4382
1.12143,2333.73,-71.1109
0.934037,3403.33,-57.1205
0.226027,4602.16,-7.98074
0.96484,4808.65,-61.2581
1.76068,1033.92,-95.4433
1.67371,5023.94,-105.967
1.24266,2734.64,-78.3689
1.50771,3104.66,-103.564
1.31597,4835.67,-73.7183
0.0635929,3265.38,-2.01902
1.71677,5807.02,-81.1729
0.732977,3802.18,-45.7222
1.14702,3675.47,-66.6817
0.18569,2583.66,-14.3708
1.15642,2917.08,-71.8253
1.95909,3214.92,-123.511
1.09099,5513.05,-63.4344
0.166743,4714.31,-14.0257
0.397669,2133.01,-21.7546
1.6566,1916.07,-102.648
0.975192,5189.59,-72.7834
0.4489,5442.59,-19.3565
1.49552,4253.23,-107.175
1.27479,3847.38,-90.7004
1.34317,4495.25,-76.9915
0.0580414,5630.02,-5.17229
0.71767,4954.8,-48.4352
0.606255,2032.05,-29.2402
0.158138,3581.19,-9.57818
0.331215,5446.92,-11.2526
1.10787,5092.8,-71.2222
0.596566,3501.23,-42.3138
0.317882,4323.98,-13.2167
1.04289,2878.33,-47.9348
0.17754,4383.79,-11.1487
0.174803,5565.65,-10.9295
1.10214,2030.52,-67.1859
0.857107,5421.9,-52.2513
1.18062,5932.08,-48.8108
0.724809,4707.22,-44.3054
0.264651,2758.47,-15.2229
0.497067,5984.84,-21.1783
1.0442,5661.74,-48.8666
0.62129,4804.34,-44.6915
0.652378,4234.48,-34.4337
0.326624,4013.41,-23.2239
0.228184,2132.43,-11.7608
0.225833,4982.18,-11.1108
0.843128,6018.22,-26.5375
0.308032,1373.79,-13.9668
0.900228,2584.69,-51.9589
0.757367,5661.04,-36.445
0.154181,889.684,-10.2965
1.3325,4495.33,-79.3652
1.29502,4227.53,-90.7734
1.42649,5653.88,-57.6924
1.59606,2284.09,-96.405
0.0999808,4846.28,-5.89553
0.720117,2599.63,-36.3743
0.0725428,5754.79,-3.52872
1.09577,3991.06,-71.5877
0.443866,4648.91,-37.3369
0.767189,5617.56,-31.4769
0.92429,5639.35,-49.0196
1.72574,5229.05,-111.626
0.276118,5468.21,-11.7713
1.61583,3092.76,-89.2722
0.990591,5182.33,-63.7249
1.83874,3004.43,-121.912
1.12072,3420.7,-67.3909
0.693348,5330.59,-42.2276
0.426038,3812.35,-31.3961
0.452929,4050.5,-24.2179
0.674375,2846.24,-37.0718
1.25127,4365.75,-71.8882
0.431831,5426.64,-28.1167
0.447443,3044.36,-31.9277
1.75941,3494.87,-113.276
1.53232,5026.27,-108.986
1.65503,3949.26,-108.027
1.00892,5766.02,-49.88
0.576672,3014.05,-38.4815
0.0992917,5647.47,-6.29576
0.519393,5750.89,-18.7671
0.574398,5976.22,-27.3088
1.02612,3538.59,-64.2844
0.129168,5200.25,-10.4422
0.889529,5247.37,-57.3059
1.18205,3144.19,-71.4261
0.407887,5078.31,-34.9178
1.24714,5723.58,-51.9657
0.644608,5516.37,-23.2611
0.551867,3932.19,-31.4294
0.591691,3153.99,-50.4413
0.481806,5430.94,-27.2422
0.171282,4138.31,-8.15883
1.1878,3027.38,-68.1361
1.59071,3400.98,-90.7302
0.967319,3453.56,-54.3747
0.933174,5898.78,-39.2913
1.17844,3199.23,-82.8883
0.391688,5434.42,-18.9008
0.965583,5711.95,-42.257
1.91414,4770.82,-134.165
1.2989,4812.83,-24.4045
1.21097,5777.42,-59.8746
0.649619,4170.9,-35.0751
1.37502,1968.49,-72.5306
1.67044,1718.63,-104.994
0.820543,5227.13,-64.7985
0.693868,2126.1,-35.4739
0.480401,5038.73,-26.5584
0.720501,5886.68,-25.5081
0.906652,4963.48,-55.5333
0.425965,2168.95,-20.6991
1.17581,5293.45,-71.3611
0.563023,4604.44,-32.797
0.309842,1856.55,-12.9181
1.3003,5794.66,-74.0331
0.74529,4324.16,-46.5134
0.359682,5243.41,-29.0302
1.00223,3023.52,-64.3899
1.21305,4805.61,-75.0433
1.39046,4386.64,-90.0019
1.56567,5958.42,-70.8041
0.57933,4608.87,-37.464
0.630327,3931.97,-39.8891
1.67876,5584.5,-85.7245
0.873106,4234.31,-64.0821
0.396915,3955.62,-22.8128
0.310621,4352.32,-22.1942
0.550492,5370.82,-30.4557
1.3204,5005.48,-85.0312
0.705977,4911.94,-53.2951
1.52752,5414.84,-95.7658
1.00808,4317.7,-66.7483
0.39772,2574.99,-20.3031
1.66216,5559.48,-82.3275
0.954869,4189.17,-65.6657
0.982096,3750.85,-54.7069
0.753645,5199.44,-47.7241
1.22744,3884.44,-75.7858
0.728157,4253.14,-50.9099
1.75815,5684.4,-23.6403
1.06663,2912.73,-67.6626
0.164337,3574.39,-11.5327
1.06232,4312.77,-63.6567
1.12749,4897.46,-72.859
1.70744,5875.44,-76.2935
0.574942,5374.42,-39.1482
1.18627,3555.42,-73.5548
0.565801,3582.85,-27.4367
1.68568,4121.5,-104.759
0.246757,2964.63,-19.3165
1.27209,4719.13,-77.7006
0.653373,4651.96,-33.1494
0.265006,5658.01,-8.60302
1.48452,2769.57,-95.8781
0.496527,5631.21,-29.309
0.734679,5273.34,-39.6336
0.760274,5243.46,-44.973
0.543006,5210.11,-36.7715
0.387709,4286.46,-28.5554
1.36615,5230.69,-84.2356
0.673428,5571.84,-44.3286
0.188724,6005,-12.621
1.20657,5144.67,-82.9708
0.868182,5937.35,-32.6672
0.630735,4642.6,-42.8746
1.44488,4962.87,-87.1606
1.41317,5426.75,-76.7132
0.876215,4209.43,-62.6424
0.911264,1702.87,-45.4317
0.791642,4758.22,-47.96
0.896081,1860.81,-49.4593
1.15088,4070.42,-80.1937
0.603672,5932.05,-23.129
1.05321,4670.89,-71.2497
0.398841,5695.25,-20.6774
0.992129,5605.5,-47.0409
0.818723,5824.48,-34.7296
0.857788,2136.41,-35.5834
1.02543,5573.86,-60.3316
0.91667,2308.56,-55.7547
0.833346,5242.94,-53.5157
0.678901,5594.24,-36.1065
0.673749,4904.76,-34.8787
0.235815,5269.31,-16.2504
1.20618,5647.01,-58.0702
0.342711,5887.32,-15.6311
0.814329,5782.5,-46.984
